Date,ProductName,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,CustomerName,CustomerAddress,Customer_PhoneNumber,CustomerEmail,Staff_Name,Staff_Email,DayOfWeek,TotalSales
2023-01-10 05:00:00,Pizza Beef Double decker,4,8.992520188,West,Credit Card,TRUE,Rainy,26.64103892,Poor,Negative,33,In Store,Rose Velazquez MD,"8140 Heather Row Apt. 586
Guzmanfurt, VI 12555",+1-345-693-2432x5205,xcarter@example.net,Matthew Nichols,,Tuesday,35.97008075
2023-01-10 06:00:00,Pizza Pepperoni,4,5.330403818,West,Online,TRUE,Rainy,34.23374327,Average,Positive,49,Online Order,James Gonzalez,"40294 Daniels Unions Apt. 749
East Brandon, WY 58333",001-420-525-8002x9571,walsherik@example.net,Angela Copeland,rebeccariley@example.com,Tuesday,21.32161527
2023-01-10 07:00:00,Pizza Pepperoni,5,13.74886239,North,Credit Card,TRUE,Rainy,23.6899961,Excellent,Negative,46,Online Order,Robert Gutierrez,"4750 Sanchez Vista Suite 248
Amyfort, WV 08474",293-429-1013,markneal@example.org,Nicole Moore,greenangela@example.com,Tuesday,68.74431193
2023-01-10 08:00:00,Carrot Cake,4,17.6334612,North,Credit Card,FALSE,Rainy,27.98130236,Good,Negative,53,Online Order,Jordan Walker MD,"Unit 5641 Box 6380
DPO AE 55743",(983)455-3796x26153,eric74@example.org,Steven Jacobs,amanda65@example.org,Tuesday,70.53384478
2023-01-10 09:00:00,Pizza Margherita,4,13.23470674,South,Credit Card,FALSE,Rainy,27.23534313,Poor,Positive,49,Online Order,Chloe Higgins,"66830 Brenda Vista Suite 717
Markmouth, FM 34070",(978)693-3585,sonya73@example.org,Madison Montgomery,danielle66@example.org,Tuesday,52.93882697
2023-01-10 10:00:00,Pizza Pepperoni,4,8.289109429,West,Cash,TRUE,Sunny,30.54299666,Average,Neutral,44,Online Order,Katherine Ruiz,"USS Bowers
FPO AA 56068",+1-849-489-9933x69438,michael55@example.net,Micheal Campbell,xhodges@example.com,Tuesday,33.15643772
2023-01-10 11:00:00,Carrot Cake,2,5.505037673,North,Credit Card,FALSE,Cloudy,21.02015348,Average,Neutral,31,Phone Order,Brendan Hunt,"54996 Olsen Square Apt. 772
Elizabethborough, AK 38075",(602)521-6553,jasonbennett@example.net,Jacqueline House,april69@example.org,Tuesday,11.01007535
2023-01-10 12:00:00,Pizza Beef Double decker,5,8.219421099,North,Online,FALSE,Sunny,22.90683695,Good,Neutral,56,Online Order,Danny Lewis,"05544 Michael Ridges
Bautistamouth, VT 47813",(643)910-7065,,Michelle Thomas,,Tuesday,41.09710549
2023-01-10 13:00:00,Red Velvet Cake,4,11.24182142,West,Online,TRUE,Sunny,23.2184723,Excellent,Neutral,43,Phone Order,Mr. David Thomas,"312 Kevin Parkway
East Todd, WA 09975",+1-216-707-2594x29183,karen23@example.net,Amber Roberson,jeff47@example.net,Tuesday,44.96728568
2023-01-10 14:00:00,Pizza Margherita,5,16.39417143,South,Credit Card,TRUE,Sunny,31.07226132,Good,Positive,20,In Store,Jennifer Daniel,"476 Brandon Pass
North Christopher, NE 50834",262-451-5260x11246,hdaniels@example.org,Justin Morales,,Tuesday,81.97085715
2023-01-10 15:00:00,Chocolate Cake,3,7.817642788,South,Credit Card,TRUE,Rainy,22.83708044,Poor,Negative,31,In Store,Ryan Parker,"43666 Stacy Spring
Johnsonburgh, DC 40388",001-923-510-7719x0864,scotttravis@example.net,Sierra Sims,steventhompson@example.com,Tuesday,23.45292836
2023-01-10 16:00:00,Fruit Cake,3,15.7968718,West,Credit Card,FALSE,Sunny,28.60237646,Average,Negative,31,Phone Order,David Lucas,"99210 Leslie Walks Suite 671
East Sarah, RI 19906",(976)212-3852x69391,randyklein@example.com,Sherry Stephens,ahensley@example.net,Tuesday,47.3906154
2023-01-10 17:00:00,Fruit Cake,4,18.00400203,South,Online,TRUE,Cloudy,23.22865731,Excellent,Positive,28,Online Order,Linda Bradford,"66498 Bowman Road Apt. 913
South Nicholasburgh, AK 15678",001-750-566-4793x7930,kriley@example.com,Patricia Leon,wporter@example.org,Tuesday,72.0160081
2023-01-10 18:00:00,Pizza Beef Double decker,5,11.80920272,North,Online,FALSE,Sunny,32.92437425,Poor,Neutral,38,In Store,Billy Smith,"74776 Kelley Gardens
West Martha, NV 89428",001-796-665-7795,leewilliam@example.com,Heather Erickson,,Tuesday,59.04601361
2023-01-10 19:00:00,Pizza Beef Double decker,5,17.32147987,West,Cash,TRUE,Rainy,34.13278182,Good,Negative,51,Online Order,John Davis,"2811 Katrina Land Apt. 803
East Nicolestad, SD 70176",+1-649-698-6774x54123,lawrencewayne@example.org,James Valenzuela,dbutler@example.net,Tuesday,86.60739937
2023-01-10 20:00:00,Pizza Pepperoni,5,13.31986022,North,Cash,FALSE,Cloudy,,Average,Positive,54,Online Order,Shane Ellis,"9566 Wheeler Haven
North Scott, MD 68501",001-983-880-3481x8382,swansonmargaret@example.org,Mrs. Deborah Cline,catherine58@example.org,Tuesday,66.5993011
2023-01-10 21:00:00,Pizza Margherita,2,14.55636256,East,Cash,FALSE,Cloudy,25.28463326,Good,Positive,53,Phone Order,Andrew Marshall,"423 Philip Road
Port Ethan, TX 09554",849.511.1593x68484,jenniferrivera@example.com,Steven Davis,estradaeric@example.net,Tuesday,29.11272511
2023-01-10 22:00:00,Fruit Cake,3,12.89417691,East,Online,TRUE,Cloudy,23.51086663,Excellent,Neutral,46,In Store,Jason Wright,"915 Benjamin Dale Suite 247
Jackfort, MA 32148",9888509371,swells@example.net,Jack Munoz,wpeterson@example.com,Tuesday,38.68253072
2023-01-10 23:00:00,Fruit Cake,5,11.94759075,South,Cash,TRUE,Cloudy,20.74671502,Excellent,Positive,50,In Store,Brett Thomas,"8626 Marcus Plains Suite 688
Port Lisabury, SD 63739",914-873-8136x34991,laura10@example.org,Glenn Scott,brandon73@example.net,Tuesday,59.73795376
2023-01-11 00:00:00,Pizza Pepperoni,5,8.519801627,East,Credit Card,FALSE,Sunny,24.02750114,Excellent,Negative,51,Phone Order,Stephanie Jones,"5466 Carr Unions
Heathburgh, DC 63359",830.892.4406x99361,jeremiahmiller@example.org,Michael Miller,robertnavarro@example.net,Wednesday,42.59900813
2023-01-11 01:00:00,Fruit Cake,2,9.547910892,North,Credit Card,FALSE,Rainy,29.8135367,Excellent,Negative,28,Online Order,Alexis Nguyen,"6936 Ferrell Ford Suite 124
New Timothy, MN 71318",583.296.4087,cookjames@example.net,Cheryl Davis,cbranch@example.net,Wednesday,19.09582178
2023-01-11 02:00:00,Chocolate Cake,2,9.349551784,East,Online,TRUE,Cloudy,28.00425397,Excellent,Positive,41,Online Order,Joe Little,"USNV Rice
FPO AP 44182",(531)535-5798,gomezkimberly@example.org,Taylor Allen,todd01@example.com,Wednesday,18.69910357
2023-01-11 03:00:00,Pizza Margherita,5,13.44933396,North,Cash,TRUE,Cloudy,34.16061917,Good,Negative,33,In Store,Jonathan Anthony,"8001 Dominguez Springs
Lake Robin, WY 53585",259-422-4510x101,michaelgonzalez@example.org,Richard Smith,tamaraanderson@example.net,Wednesday,67.24666982
2023-01-11 04:00:00,Cheesecake,1,6.799305395,South,Credit Card,FALSE,Rainy,25.94415894,Excellent,Positive,45,Phone Order,Charles Glover,"27351 Darius Islands
Liview, MO 57245",+1-750-692-3696x7291,millerfelicia@example.com,Michelle Rush,lejohn@example.org,Wednesday,6.799305395
2023-01-11 05:00:00,Fruit Cake,5,18.75187536,South,Online,TRUE,Sunny,30.40795013,Excellent,Negative,23,Phone Order,Christian Lin,"7386 Norman Stravenue Apt. 923
Mariemouth, MP 82585",(420)338-1052,alfredgonzalez@example.org,John Brown,andersontyler@example.net,Wednesday,93.7593768
2023-01-11 06:00:00,Pizza Beef Double decker,5,15.80982718,North,Cash,FALSE,Cloudy,27.33984121,Average,Neutral,52,Online Order,Hector Wilcox,"2652 Moreno Fall Suite 653
South Edward, CT 31787",+1-325-319-3073x39973,kcampbell@example.org,Chad Warren,lunajessica@example.org,Wednesday,79.0491359
2023-01-11 07:00:00,Chocolate Cake,2,11.02168446,East,Credit Card,TRUE,Sunny,27.68864324,Excellent,Negative,31,Online Order,Amy Wilkinson,"59125 Edwin Motorway
West Ryanfurt, MS 78524",425-866-1210,rogersoscar@example.org,Jill Chase,jade69@example.org,Wednesday,22.04336893
2023-01-11 08:00:00,Fruit Cake,2,7.379362168,South,Cash,TRUE,Sunny,24.01661472,Average,,33,Phone Order,James Carroll,"801 Young Ways
Michaelfort, IA 47573",(620)267-6745x03496,hayssarah@example.com,Richard Fisher,ericdean@example.net,Wednesday,14.75872434
2023-01-11 09:00:00,Chocolate Cake,5,18.22988255,West,Online,TRUE,Sunny,,Average,Neutral,58,In Store,Edward Harris,"PSC 8706, Box 4906
APO AP 72341",+1-778-448-6689x3287,tracey14@example.net,Tyler Harvey,simpsonmorgan@example.net,Wednesday,91.14941273
2023-01-11 10:00:00,Carrot Cake,5,17.35667135,South,Cash,FALSE,Sunny,,Average,Positive,18,Online Order,Brian Holmes,"991 Elizabeth Garden
North Scott, PR 99035",(767)525-3614x06528,davidthomas@example.com,Robert Gutierrez,darrell09@example.net,Wednesday,86.78335676
2023-01-11 11:00:00,Cheesecake,5,15.82582329,East,Online,TRUE,Cloudy,30.59963783,Good,Neutral,25,Phone Order,Jessica Smith,"348 Kelsey Corners
North Pamela, IA 19609",+1-434-933-4019x086,karipatterson@example.net,Emily Shah,stephensondennis@example.net,Wednesday,79.12911645
2023-01-11 12:00:00,Vanilla Cake,2,9.073205711,West,Cash,FALSE,Cloudy,34.10959999,Good,Negative,36,Phone Order,Lori Collins,"129 Ernest Views Apt. 827
South Steven, GU 60821",479-260-7357x6576,barbara96@example.net,Steven Powers,gabriela28@example.com,Wednesday,18.14641142
2023-01-11 13:00:00,Pizza Beef Double decker,5,11.03669956,East,Credit Card,TRUE,Sunny,24.93981916,Poor,Negative,18,Phone Order,Matthew Lewis,"79777 Bell Trafficway
Russellville, DC 90320",937.234.7285x39054,duncanamanda@example.net,Cristian Buckley,elizabethbolton@example.com,Wednesday,55.18349781
2023-01-11 14:00:00,Pizza Beef Double decker,5,6.541223787,North,Online,FALSE,Sunny,20.63300703,Poor,Neutral,31,In Store,James Rogers,"4043 Thomas Ranch
Evansbury, PW 65550",(760)340-0817,samuelperez@example.com,Hayden Graves,bthompson@example.org,Wednesday,32.70611893
2023-01-11 15:00:00,Pizza Margherita,4,7.835592871,West,Online,FALSE,Rainy,27.44442688,Average,Positive,22,Online Order,James Strickland,"555 Edward Grove
East Darin, NJ 38810",574-544-1832,robertwilliams@example.com,Randy Robbins,john14@example.net,Wednesday,31.34237148
2023-01-11 16:00:00,Chocolate Cake,1,16.74524956,East,Online,TRUE,Rainy,28.16691998,Good,Neutral,48,Online Order,Gerald Clark,"811 Matthew Mission
Kimberlyhaven, VA 18357",(291)779-9637x370,ywilson@example.org,Adam Livingston,gregorygray@example.org,Wednesday,16.74524956
2023-01-11 17:00:00,Pizza Pepperoni,3,15.72558078,West,Cash,FALSE,Rainy,22.52660827,Excellent,Negative,25,Online Order,Philip Romero,"PSC 7730, Box 9278
APO AE 45076",(201)407-8281,,Alexander Harper,michelle86@example.net,Wednesday,47.17674235
2023-01-11 18:00:00,Pizza Beef Double decker,1,13.90228644,East,Cash,FALSE,Cloudy,31.40696909,Poor,Negative,45,In Store,Tony Williams,"7513 Wise Roads Suite 910
Clarkshire, MI 81254",824.829.7181,simmonsjessica@example.com,Kyle Clark,drewmurphy@example.org,Wednesday,13.90228644
2023-01-11 19:00:00,Chocolate Cake,4,18.43590089,West,Credit Card,FALSE,Rainy,34.77393663,Good,Neutral,25,Online Order,Catherine Bradley,"5097 Yesenia Drive
South Jesse, UT 56730",642.789.7052x6430,rjohnson@example.org,Mrs. Rhonda James,cooperanthony@example.org,Wednesday,73.74360356
2023-01-11 20:00:00,Chocolate Cake,3,13.74899777,East,Online,FALSE,Cloudy,34.18662076,Excellent,Neutral,52,Online Order,Michelle Miller,"589 Katrina Viaduct Apt. 108
West Ericburgh, PA 15013",688.618.6770,jason76@example.net,Russell Fletcher,joyce53@example.net,Wednesday,41.2469933
2023-01-11 21:00:00,Red Velvet Cake,5,12.00452,North,Online,TRUE,Cloudy,22.95659058,Excellent,Neutral,35,Online Order,Tonya Johnston,"95284 Harvey Corner
Lindaburgh, NJ 59036",001-893-831-7874,ujuarez@example.com,Taylor Morales,joanna04@example.org,Wednesday,60.0226
2023-01-11 22:00:00,Red Velvet Cake,4,10.10556119,West,Cash,TRUE,Cloudy,33.1304486,Good,Negative,44,Online Order,Michael Schroeder,"49184 Ann Brook Suite 842
Carlaberg, VI 26500",(611)780-1240x47425,pennycox@example.com,Brittany Rodriguez,kevin41@example.net,Wednesday,40.42224478
2023-01-11 23:00:00,Vanilla Cake,5,19.10672759,West,Cash,TRUE,Cloudy,30.56740455,Poor,Negative,24,In Store,Belinda Stewart,"28768 James Grove
New Judith, OR 20108",001-583-459-8370,,Sandra Aguilar,maryhunt@example.net,Wednesday,95.53363793
2023-01-12 00:00:00,Carrot Cake,2,6.240731923,West,Credit Card,FALSE,Rainy,26.80769846,Good,Negative,40,Phone Order,William Ashley,"79603 Roman Summit Apt. 987
Williamsport, MT 59780",+1-549-276-3394x72734,carlos14@example.net,Jason Montgomery,riosmark@example.net,Thursday,12.48146385
2023-01-12 01:00:00,Vanilla Cake,4,18.96331058,West,Credit Card,FALSE,Sunny,,Poor,Positive,41,Phone Order,Charles Mcclure,"92927 Hurst Island
Sotohaven, MP 39406",+1-570-560-7691x9837,jeffreymartin@example.com,Jennifer Reyes,rsims@example.net,Thursday,75.85324232
2023-01-12 02:00:00,Fruit Cake,2,17.4007199,North,Cash,TRUE,Sunny,32.74400262,Average,Negative,22,Online Order,Nathan Brown,"8274 Wolf Ford Apt. 262
Conradhaven, DC 56858",001-936-718-3376x510,raymondsimmons@example.net,Whitney Thomas,matthewdaugherty@example.net,Thursday,34.8014398
2023-01-12 03:00:00,Pizza Pepperoni,4,6.948948868,West,Online,TRUE,Sunny,27.20202409,Good,,53,Online Order,Stephen White,"49117 Susan Unions
Port Robert, PA 34969",001-739-479-4910x9247,zbell@example.com,James Lopez,rfloyd@example.net,Thursday,27.79579547
2023-01-12 04:00:00,Fruit Cake,4,13.47476537,South,Credit Card,FALSE,Rainy,25.59811054,Good,Positive,22,Online Order,Heidi Collins,"8767 Holly Terrace
Smithport, ME 58179",+1-355-647-1005x295,karen30@example.org,Kristina Wong,johnbaker@example.net,Thursday,53.89906146
2023-01-12 05:00:00,Fruit Cake,2,17.99821973,North,Cash,TRUE,Sunny,27.3987124,Poor,Positive,22,In Store,Steven Davidson,"4510 Gail Underpass
Jasonbury, WI 55101",534-918-1903x324,melissalee@example.net,Jennifer Bauer,alicia79@example.com,Thursday,35.99643945
2023-01-12 06:00:00,Pizza Margherita,3,13.57713745,South,Cash,TRUE,Rainy,28.68694706,Poor,Positive,48,Online Order,Robert Stokes,"4046 Thompson Groves Suite 445
Olsonton, VI 07631",(730)638-7030x103,smithkaren@example.com,Jessica Clark,matthew13@example.net,Thursday,40.73141236
2023-01-12 07:00:00,Fruit Cake,1,18.60799732,West,Online,FALSE,Rainy,22.83616481,Good,Positive,30,In Store,Joseph Thompson,"5976 Jones Heights Apt. 931
Abbottmouth, UT 62287",451-544-8954x995,david32@example.com,Julie Deleon,tboone@example.net,Thursday,18.60799732
2023-01-12 08:00:00,Vanilla Cake,5,19.14475725,East,Cash,TRUE,Rainy,33.51361595,Excellent,Positive,55,Online Order,John Baker,"1771 Victor Spur
Jenniferberg, NY 18401",001-578-325-5913x400,christensenlaura@example.com,Frederick Harris,zallen@example.net,Thursday,95.72378626
2023-01-12 09:00:00,Pizza Beef Double decker,4,11.33576783,South,Cash,FALSE,Sunny,30.11280423,Excellent,Positive,27,Online Order,Mark Hudson,"607 Amber Spurs Suite 651
Lake Jamiebury, TX 18948",9798515328,brandoncunningham@example.net,Sean Hawkins,andrew85@example.net,Thursday,45.34307133
2023-01-12 10:00:00,Pizza Beef Double decker,5,10.65970492,West,Credit Card,TRUE,Sunny,29.49903376,Excellent,Neutral,37,Phone Order,Ronald Williams,"7737 Gates Union Apt. 811
Ericbury, MS 88803",(695)321-4567x511,breynolds@example.org,Lawrence Evans,allenjessica@example.org,Thursday,53.29852461
2023-01-12 11:00:00,Red Velvet Cake,2,19.04481731,South,Cash,FALSE,Sunny,21.49244339,Average,Neutral,26,Online Order,Shannon Lin,"3125 Lopez Lane Suite 666
Stanleyton, CO 88128",927.863.3261,cummingsadrian@example.org,Eric Robinson,,Thursday,38.08963462
2023-01-12 12:00:00,Pizza Pepperoni,5,15.12710092,West,Cash,FALSE,Cloudy,29.06260907,Average,Neutral,41,In Store,Sherry Moore,"928 Leon Lights
Wongtown, KS 02931",+1-756-825-9694x109,jwatson@example.org,Aaron Martinez,kara88@example.com,Thursday,75.63550459
2023-01-12 13:00:00,Pizza Pepperoni,2,6.74034022,West,Credit Card,FALSE,Rainy,21.81440993,Poor,Neutral,36,Phone Order,Devin Myers,"184 Michael Ridges
West Alexview, PA 15997",501-843-2250x094,keith19@example.com,Miss Brittany Gilbert,,Thursday,13.48068044
2023-01-12 14:00:00,Pizza Margherita,5,5.634376238,West,Online,FALSE,Cloudy,21.18046513,Average,Negative,46,In Store,Timothy Valencia,"5299 Katie Springs Suite 227
Brownchester, NM 14222",+1-581-870-6843x093,,Tim Vega,steven19@example.net,Thursday,28.17188119
2023-01-12 15:00:00,Vanilla Cake,1,13.46943576,East,Online,FALSE,Rainy,27.90966343,Excellent,Positive,41,Phone Order,Wendy Nash,"87305 Matthew Mission Apt. 276
West Dylanmouth, WY 42250",5617029822,vincenthall@example.com,Christopher Wallace,shopkins@example.net,Thursday,13.46943576
2023-01-12 16:00:00,Red Velvet Cake,1,18.95256448,South,Credit Card,TRUE,Sunny,26.04178301,Good,Negative,16,In Store,Wanda Gibson,"17174 Sparks Village Suite 148
New Nicholasshire, ID 24571",777.703.5337x4270,ryanpollard@example.com,Amber Park,shelia95@example.org,Thursday,18.95256448
2023-01-12 17:00:00,Pizza Pepperoni,1,17.66373054,North,Credit Card,TRUE,Rainy,,Average,Positive,59,Phone Order,Matthew Williams,"1847 Matthew Forks Apt. 094
Lake John, SD 09057",+1-650-529-2676,anna56@example.com,Alexander Andrews,bennettmegan@example.net,Thursday,17.66373054
2023-01-12 18:00:00,Pizza Beef Double decker,1,15.1377162,North,Online,TRUE,Rainy,21.33833252,Average,Positive,47,In Store,Samantha Torres,"9066 Luis Land
Rhondamouth, WY 26895",(798)460-9524,tristanalexander@example.org,Dennis Carter,ashleyhunt@example.net,Thursday,15.1377162
2023-01-12 19:00:00,Fruit Cake,1,7.086737733,North,Online,FALSE,Cloudy,26.46474594,Excellent,Negative,40,In Store,Kimberly Juarez,"70461 Rebecca Route
Bartlettstad, AZ 86831",557.302.6963x34846,hansonjustin@example.org,Tasha Huang,ohunter@example.com,Thursday,7.086737733
2023-01-12 20:00:00,Fruit Cake,1,8.813470756,North,Online,TRUE,Rainy,,Average,Neutral,42,Online Order,Kyle Benson,"20680 Collier Prairie Apt. 173
Lake Allison, SC 36506",+1-390-652-1710x954,lori06@example.com,Kevin Shaw,,Thursday,8.813470756
2023-01-12 21:00:00,Red Velvet Cake,2,18.1326684,West,Online,FALSE,Sunny,34.80650129,Poor,Negative,33,Phone Order,Jennifer Bowen,"6848 Sanders Common
Kristinaborough, MN 91933",001-592-910-0628x83071,lacey88@example.net,William Odonnell,,Thursday,36.2653368
2023-01-12 22:00:00,Vanilla Cake,4,7.74210855,South,Online,FALSE,Rainy,28.41725319,Good,Negative,57,Phone Order,Catherine Johnson,"75558 Adams Ferry
New Henryfurt, RI 12108",691.464.0455,lorimorgan@example.com,Mark Moreno,wreid@example.net,Thursday,30.9684342
2023-01-12 23:00:00,Vanilla Cake,5,9.176591124,South,Credit Card,TRUE,Rainy,30.31155291,Excellent,Positive,19,Online Order,Sharon Savage,"573 Lisa Course
Lake Tami, AS 97335",4017843093,kroberson@example.com,David Young,brandoncontreras@example.org,Thursday,45.88295562
2023-01-13 00:00:00,Carrot Cake,1,6.944009768,East,Cash,FALSE,Rainy,24.88127421,Poor,Positive,47,In Store,Luis Webster,"245 Smith Village
Paulshire, NM 09806",821.305.1064,shane95@example.org,Jack Martinez,hturner@example.com,Friday,6.944009768
2023-01-13 01:00:00,Cheesecake,2,15.14162347,South,Online,TRUE,Cloudy,21.42108372,Excellent,Positive,34,In Store,Mr. David Lindsey,"Unit 2292 Box 4500
DPO AA 74471",+1-408-385-4871x009,,Justin Johnson,breweralyssa@example.net,Friday,30.28324694
2023-01-13 02:00:00,Pizza Pepperoni,2,19.15973458,South,Online,FALSE,Rainy,34.63806294,Poor,Neutral,44,Phone Order,Samantha Spencer,"441 Wood Circles
New Melissahaven, ND 69324",461.215.9900x2910,,Paul Sanchez,ugilbert@example.net,Friday,38.31946916
2023-01-13 03:00:00,Vanilla Cake,2,9.034520474,South,Cash,FALSE,Rainy,24.29388553,Good,Negative,59,In Store,Laura Hill,"1050 Rose Run Suite 581
Bondland, AL 62343",(407)355-2124,thompsonrobert@example.com,Luis Smith,linda77@example.org,Friday,18.06904095
2023-01-13 04:00:00,Pizza Beef Double decker,4,12.13109912,East,Cash,TRUE,Cloudy,26.35712278,Good,Negative,22,Phone Order,Angela Gonzalez,"06648 Lowe Crest Suite 881
Steventown, AL 75633",568.802.5905x613,twyatt@example.com,Willie Alvarado,istewart@example.com,Friday,48.52439647
2023-01-13 05:00:00,Red Velvet Cake,5,14.5150961,North,Cash,FALSE,Cloudy,29.74795883,Poor,Neutral,52,Phone Order,Carolyn Santiago PhD,"53046 Sanders Cape
East Scott, OR 46884",+1-862-447-3635x425,kabbott@example.org,Stacy Roberts,william61@example.net,Friday,72.57548048
2023-01-13 06:00:00,Carrot Cake,4,19.99199372,South,Cash,TRUE,Cloudy,20.37045947,Poor,Negative,31,In Store,Elizabeth Perry,"629 Le Unions
Lake Jamesshire, KY 82232",001-941-804-9621x8637,thomasglass@example.com,Lynn White MD,scottedward@example.net,Friday,79.96797489
2023-01-13 07:00:00,Chocolate Cake,3,6.572120975,East,Cash,FALSE,Cloudy,,Poor,Negative,58,In Store,Michael Carter,"619 Frank Summit Suite 144
Lake Anthonyport, RI 99425",536-875-4708,jacobcole@example.com,Christine Adams,colleenbeard@example.com,Friday,19.71636292
2023-01-13 08:00:00,Pizza Margherita,2,12.47856199,East,Cash,TRUE,Sunny,,Poor,Positive,15,In Store,Mary Morgan,"51791 Mathis Glen Apt. 444
South Kellystad, AL 69896",(771)450-3334x81281,cmercado@example.net,Meghan Robinson,beth67@example.com,Friday,24.95712399
2023-01-13 09:00:00,Chocolate Cake,3,10.7768018,West,Credit Card,FALSE,Sunny,24.17325781,Poor,Neutral,17,Online Order,Lindsay Hansen,"PSC 5988, Box 5040
APO AA 45551",841-856-6142x130,portercourtney@example.net,Darrell Little,jennifer92@example.org,Friday,32.3304054
2023-01-13 10:00:00,Fruit Cake,1,17.98730248,East,Cash,TRUE,Rainy,20.92411978,Poor,Positive,40,Phone Order,Carl Ruiz,"963 Edward Branch Apt. 185
Lake Andrew, KS 83173",302.706.3245x62824,jacobsdavid@example.org,Matthew Duncan,uwalker@example.net,Friday,17.98730248
2023-01-13 11:00:00,Pizza Margherita,1,12.13951597,North,Cash,TRUE,Sunny,22.43747623,Good,Neutral,45,In Store,Jordan Williams,"34738 Robert Point Apt. 589
New Ashley, MS 23392",550.522.6177,thompsonelizabeth@example.com,Amber Farley,brittneyowens@example.net,Friday,12.13951597
2023-01-13 12:00:00,Pizza Pepperoni,4,6.664662869,South,Credit Card,FALSE,Rainy,33.42550788,Poor,Positive,22,Online Order,Gina Flores,"607 Welch Crossing
Moseschester, ME 36905",9155690780,,Jennifer Weaver,kiddjason@example.com,Friday,26.65865148
2023-01-13 13:00:00,Pizza Beef Double decker,5,14.51636218,East,Cash,TRUE,Sunny,30.29036336,Average,Negative,57,In Store,Amy Richardson,"77045 Jeremy Streets
South Lisa, RI 91837",320-417-4977x1645,adrianponce@example.net,Molly Taylor,garrettjohnson@example.org,Friday,72.5818109
2023-01-13 14:00:00,Pizza Margherita,3,16.56170927,North,Online,FALSE,Cloudy,23.74852582,Good,Neutral,22,Phone Order,Nathaniel Dougherty,"331 Christina Inlet Suite 680
New Kathleenbury, OK 99817",792-464-0117,richardjay@example.net,Steven Rivera,zmahoney@example.org,Friday,49.68512782
2023-01-13 15:00:00,Cheesecake,5,5.043218775,East,Online,FALSE,Cloudy,20.98401147,Excellent,Neutral,49,Online Order,Nicolas Montes,"49687 Durham Valley Suite 726
Matthewsville, NV 55413",+1-660-801-9831x236,umolina@example.org,Heidi Henry,,Friday,25.21609387
2023-01-13 16:00:00,Chocolate Cake,4,17.88435028,East,Cash,TRUE,Sunny,30.35922969,Good,Positive,53,Phone Order,Susan Bennett,"46926 Perry Corner
South Jennifer, IA 77308",(774)292-6720x123,,Joseph Mays,nealandrew@example.net,Friday,71.53740113
2023-01-13 17:00:00,Pizza Pepperoni,1,7.790345,East,Credit Card,TRUE,Sunny,28.58611589,Excellent,Neutral,42,In Store,Antonio Johnson,"022 Christina Summit
Thomasfort, VI 23127",(324)364-1531x8257,kimberlywilliams@example.com,Charles Richardson,vreese@example.com,Friday,7.790345
2023-01-13 18:00:00,Cheesecake,5,13.28104047,East,Online,TRUE,Rainy,26.06779287,Excellent,Negative,18,In Store,Shawna Kent,"Unit 8066 Box 6351
DPO AP 61932",756-401-9191x6966,marshkelly@example.org,Scott Miller,jonesmichelle@example.net,Friday,66.40520235
2023-01-13 19:00:00,Fruit Cake,5,11.23696251,East,Credit Card,TRUE,Rainy,25.45417174,Average,Negative,30,In Store,William Brown,"76191 French Loaf
Christopherbury, AS 38562",(887)864-7888,shannon67@example.com,Benjamin Peterson,vwilliams@example.com,Friday,56.18481255
2023-01-13 20:00:00,Cheesecake,1,15.79480725,North,Online,TRUE,Rainy,23.25221414,Poor,Negative,27,Online Order,Stacy Thomas,"16121 Ramirez Corner Suite 006
Chaseshire, SC 14384",001-734-425-6893,christopher77@example.org,Mikayla Olsen,sarah79@example.org,Friday,15.79480725
2023-01-13 21:00:00,Carrot Cake,3,10.56742422,South,Cash,FALSE,Cloudy,,Poor,Positive,34,Online Order,Stanley Ashley,"439 Karen Row Apt. 345
Rebeccafort, SC 19720",+1-488-790-4601,bendertroy@example.org,Sonia Hernandez,,Friday,31.70227267
2023-01-13 22:00:00,Carrot Cake,1,18.04644765,South,Credit Card,TRUE,Cloudy,34.56002042,Good,Neutral,19,Online Order,Victor Garcia,"33111 Robbins Way Suite 717
South Laura, ME 06972",001-487-475-6065x6308,tinanelson@example.net,Kathleen Johnson,larsonjames@example.com,Friday,18.04644765
2023-01-13 23:00:00,Red Velvet Cake,5,15.95744541,South,Credit Card,FALSE,Cloudy,22.63572869,Poor,Positive,51,Online Order,Laura Smith,"3243 Kathleen Mill Apt. 279
Ballland, AR 25220",709.454.6837,qgriffin@example.net,Kimberly Patton,kellererin@example.org,Friday,79.78722707
2023-01-14 00:00:00,Pizza Pepperoni,3,14.71569757,South,Credit Card,TRUE,Cloudy,,Average,Negative,34,In Store,Justin Ho,"27539 Carter Centers Apt. 470
Cooperhaven, VT 45269",498-584-7148x80497,vernon03@example.net,Amy Hawkins,steinkara@example.org,Saturday,44.1470927
